position_x,position_y,condition,result,target_x,target_y,target_theta
0.5,-0.15,0,1,0.7,-0.15,90
0.7,-0.15,0,1,0.63,1.25,90
0.63,1.25,0,1,0.27,1.25,90
0.27,1.25,0,1,0.22,2.35,90
0.22,2.35,0,1,0.58,2.35,90
0.58,2.35,0,1,0.55,2.85,90
0.55,2.85,0,1,0.3,2.85,90
0.3,2.85,0,1,0.71,2.85,90
0.71,2.85,0,1,0.64,2.85,90
0.64,2.85,0,1,0.4,5.95,105
0.4,5.95,0,1,-0.35,5.7,105
-0.35,5.7,0,5,,,
-0.35,5.7,50,1,-0.13,6.95,105
